Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI
BXE9GA9T,journalArticle,2002,"Chance, Toni; Scannapieco, Maria",Ecological correlates of child maltreatment: Similarities and differences between child fatality and nonfatality cases,Child and Adolescent Social Work Journal,,0738-0151,
IZCQ7NNE,journalArticle,2008,"Brodowski, M. L.; Nolan, C. M.; Gaudiosi, J. A.; Yuan, Y. Y.; Zikratova, L.; Ortiz, M. J.; Aveni, M. M.; Leeb, R. T.; Simon, T. R.; Hammond, W. R.","Nonfatal maltreatment of infants–United States, October 2005-September 2006",MMWR Morbidity and Mortality Weekly Report,,0149-2195,
ZJZNJZU4,journalArticle,2015,"Miller-Graff, LE; Howell, KH",Posttraumatic stress symptom trajectories among children exposed to violence.,Journal of traumatic stress,,,http://dx.doi.org/10.1002/jts.21989
VMRNG5WR,journalArticle,2013,"Simmel, Cassandra; Shpiegel, Svetlana",Describing the context and nature of emotional maltreatment reports in children,Children and Youth Services Review,,0190-7409,http://dx.doi.org/10.1016/j.childyouth.2013.01.009
53D6K6E7,journalArticle,2013,"Ogbonnaya, Ijeoma Nwabuzor; Guo, Shenyang",Effect of Domestic Violence on the Risk of Out-of-Home Placement: A Propensity Score Analysis,Journal of the Society for Social Work and Research,,,http://dx.doi.org/10.5243/jsswr.2013.14
QT6HT5IH,journalArticle,2015,"Ogbonnaya, Ijeoma Nwabuzor; Finno-Velasquez, Megan; Kohl, Patricia L.",Domestic violence and immigration status among Latina mothers in the child welfare system: Findings from the National Survey of Child and Adolescent Well-being II (NSCAW II),Child Abuse & Neglect,,,http://dx.doi.org/10.1016/j.chiabu.2014.10.009
UV4FV2BP,journalArticle,2015,"Okpych, Nathanael J.",Receipt of independent living services among older youth in foster care: An analysis of national data from the U.S.,Children and Youth Services Review,,1907409,10.1016/j.childyouth.2015.01.021
AKCKF8BZ,journalArticle,,"Miller-Graff, LE; Howell, KH; Martinez-Torteya, C",Identifying profiles of resilience in maltreated children: A social ecological perspective,Journal of Clinical Child and Adolescent Psychology,,,
ZSKNG4SN,journalArticle,1998,"Voorhis, Rebecca A. Van; Gilbert, Neil",The structure and performance of child abuse reporting systems,Children and Youth Services Review,,0190-7409,http://dx.doi.org/10.1016/S0190-7409(98)00004-8
7DAR5Q3I,journalArticle,2008,"Subrahmanyam, Kaveri; Greenfield, Patricia M.",Online Communication and Adolescent Relationships,The Future of Children,,,http://dx.doi.org/10.1353/foc.0.0006
KVCKX52K,journalArticle,2004,"Rosenberg, Steven A.; Robinson, Cordelia C.",Out-of-home placement for young children with developmental and medical conditions,Children and Youth Services Review,,,http://dx.doi.org/10.1016/j.childyouth.2004.02.016
KMRTM6HI,journalArticle,2008,"Rosen, Larry D.; Cheever, Nancy A.; Carrier, L. Mark",The association of parenting style and child age with parental limit setting and adolescent MySpace behavior,Journal of Applied Developmental Psychology,,,http://dx.doi.org/10.1016/j.appdev.2008.07.005
2GHCSQVP,journalArticle,2001,"Rhodes, Kathryn W.; Orme, John G.; Buehler, Cheryl","A comparison of family foster parents who quit, consider quitting, and plan to continue fostering.",Social Service Review,,,
3N48GECS,journalArticle,2010,"Pennell, Joan; Edwards, Myles; Burford, Gale",Expedited family group engagement and child permanency,Children and Youth Services Review,,0190-7409,http://dx.doi.org/10.1016/j.childyouth.2010.03.029
235DQ78W,journalArticle,2007,"Finkelhor, David; Ormrod, Richard K.; Turner, Heather A.",Poly-victimization: A neglected component in child victimization,Child Abuse & Neglect,,1452134,10.1016/j.chiabu.2006.06.008
JWTFW4BT,journalArticle,2007,"Finkelhor, David; Ormrod, Richard K.; Turner, Heather A.",Polyvictimization and trauma in a national longitudinal cohort,Development and Psychopathology,,"0954-5794, 1469-2198",10.1017/S0954579407070083
PRG3JNXD,journalArticle,2005,"Finkelhor, David; Ormrod, Richard K.; Turner, Heather A.; Hamby, Sherry L.",Measuring poly-victimization using the Juvenile Victimization Questionnaire,Child Abuse & Neglect,,1452134,10.1016/j.chiabu.2005.06.005
XGQDUU26,journalArticle,2009,"Finkelhor, D.; Ormrod, R.; Turner, H.; Holt, M.",Pathways to poly-victimization,Child Maltreatment,,1077-5595,10.1177/1077559509347012
N3IH36KM,journalArticle,2005,"Finkelhor, D.; Ormrod, Richard; Turner, Heather; Hamby, Sherry L.","The victimization of children and youth: A comprehensive, national survey",Child Maltreatment,,1077-5595,10.1177/1077559504271287
PGEMC7GG,journalArticle,1988,"Finkelhor, David; Lewis, I. A.",An epidemiologic approach to the study of child molestation,Annals of the New York Academy of Sciences,,"0077-8923, 1749-6632",10.1111/j.1749-6632.1988.tb50852.x
JNR9DAQS,journalArticle,1990,"Finkelhor, David; Hotaling, Gerald; Lewis, I.A; Smith, Christine","Sexual abuse in a national survey of adult men and women: Prevalence, characteristics, and risk factors",Child Abuse & Neglect,,1452134,10.1016/0145-2134(90)90077-7
SMX5B3N7,journalArticle,1989,"Finkelhor, David; Hotaling, Gerald T.; Lewis, I. A.; Smith, Christine","Sexual abuse and its relationship to later sexual satisfaction, marital status, religion, and attitudes",Journal of Interpersonal Violence,,"0886-2605, 1552-6518",10.1177/088626089004004001
Q5VRDEE4,journalArticle,2005,"Finkelhor, David; Hamby, Sherry L.; Ormrod, Richard; Turner, Heather","The juvenile victimization questionnaire: Reliability, validity, and national norms",Child Abuse & Neglect,,1452134,10.1016/j.chiabu.2004.11.001
2UBHPBVN,journalArticle,1994,"Finkelhor, David; Dzuiba-Leatherman, Jennifer",Victimization of children,American Psychologist,,0003-066X,10.1037/0003-066X.49.3.173
XF6J4RSH,journalArticle,1994,"Finkelhor, David; Dziuba-Leatherman, Jennifer",Children as victims of violence: A national survey,Pediatrics,,0031-4005,
ZPCZ8MRF,journalArticle,1995,"Finkelhor, David; Asdigian, Nancy; Dziuba-Leatherman, Jennifer",The effectiveness of victimization prevention instructions: An evaluation of children's responses to actual threats and assaults,Child Abuse and Neglect,,,
SU5M37AU,journalArticle,1995,"Finkelhor, D; Asdigian, N; Dziuba-Leatherman, J",Victimization prevention programs for children: A follow-up.,American Journal of Public Health,,"0090-0036, 1541-0048",10.2105/AJPH.85.12.1684
8TSQJKXZ,journalArticle,1995,"Finkelhor, David; Dziuba-Leatherman, Jennifer",Victimization prevention programs: A national survey of children's exposure and reactions,Child Abuse & Neglect,,1452134,10.1016/0145-2134(94)00111-7
XIHEIB7K,journalArticle,2011,"Fettes, Danielle L.; Aarons, Gregory A.",Smoking behavior of US youths: A comparison between child welfare system and community populations,American Journal of Public Health,,"0090-0036, 1541-0048",10.2105/AJPH.2011.300266
TV5U7RJT,journalArticle,2013,"Fettes, Danielle L.; Aarons, Gregory A.; Green, Amy E.",Higher rates of adolescent substance use in child welfare versus community populations in the United States,Journal of Studies on Alcohol and Drugs,,"1937-1888, 1938-4114",10.15288/jsad.2013.74.825
SQSZ9ZMF,journalArticle,2009,"Festinger, Trudy; Maza, Penelope",Displacement or post-adoption placement? A research note,Journal of Public Child Welfare,,"1554-8732, 1554-8740",10.1080/15548730903129889
2KHXQD4H,journalArticle,1995,"Feldman, Richard S.; Salzinger, Suzanne; Rosario, Margaret; Alvarado, Luz; Caraballo, Louis; Hammer, Muriel","Parent, teacher, and peer ratings of physically abused and nonmaltreated children's behavior",Journal of Abnormal Child Psychology,,"0091-0627, 1573-2835",10.1007/BF01447560
B3APRH2C,journalArticle,1989,"Feld, Scott L.; Straus, Murray A.",Escalation and desistance of wife assault in marriage,Criminology,,"0011-1384, 1745-9125",10.1111/j.1745-9125.1989.tb00866.x
TRBVFRPE,journalArticle,2010,"Farmer, Elizabeth M.Z.; Mustillo, Sarah A.; Wagner, H. Ryan; Burns, Barbara J.; Kolko, David J.; Barth, Richard P.; Leslie, Laurel K.",Service use and multi-sector use for mental health problems by youth in contact with child welfare,Children and Youth Services Review,,1907409,10.1016/j.childyouth.2010.01.019
4ZEZTHCK,journalArticle,2013,"Farineau, Heather M.; Stevenson Wojciak, Armeda; McWey, Lenore M.",You matter to me: important relationships and self-esteem of adolescents in foster care: <b>Self-esteem and relationships</b>,Child & Family Social Work,,13567500,10.1111/j.1365-2206.2011.00808.x
7VIB2UKM,journalArticle,2011,"Farineau, Heather M.; McWey, Lenore M.",The relationship between extracurricular activities and delinquency of adolescents in foster care,Children and Youth Services Review,,1907409,10.1016/j.childyouth.2011.01.002
HJF6VQPE,journalArticle,2012,"Fang, Xiangming; Brown, Derek S.; Florence, Curtis S.; Mercy, James A.",The economic burden of child maltreatment in the United States and implications for prevention,Child Abuse & Neglect,,1452134,10.1016/j.chiabu.2011.10.006
2IXX6WBT,journalArticle,2011,"Fallon, Barbara; Trocmé, Nico; MacLaurin, Bruce","Should child protection services respond differently to maltreatment, risk of maltreatment, and risk of harm?",Child Abuse & Neglect,,1452134,10.1016/j.chiabu.2011.03.001
3E86RD2S,journalArticle,2010,"Fallon, Barbara; Trocmé, Nico; Fluke, John; MacLaurin, Bruce; Tonmyr, Lil; Yuan, Ying-Ying",Methodological challenges in measuring child maltreatment,Child Abuse & Neglect,,1452134,10.1016/j.chiabu.2009.08.008
BSH94QN8,journalArticle,2009,"Fairbank, John A.; Fairbank, Doreen W.",Epidemiology of child traumatic stress,Current Psychiatry Reports,,"1523-3812, 1535-1645",10.1007/s11920-009-0042-9
4STPG2WM,journalArticle,1977,"Baum, B. J.; Bird, J. L.; Millar, D. B.; Longton, R. W.","Isolation and partial characterization of an histidine-rich polypeptide from parotid saliva of the monkey, Macaca nemestrina","Comparative Biochemistry and Physiology. A, Comparative Physiology",,0300-9629,
9HSHII9M,journalArticle,1975,"Duggleby, R. G.; Kaplan, H.",A competitive labeling method for the determination of the chemical properties of solitary functional groups in proteins,Biochemistry,,0006-2960,
QBCAB8AB,journalArticle,2008,"Everson, M. D.; Smith, J. B.; Hussey, J. M.; English, D.; Litrownik, A. J.; Dubowitz, H.; Thompson, R.; Dawes Knight, E.; Runyan, D. K.",Concordance between adolescent reports of childhood abuse and child protective service determinations in an at-risk sample of young adolescents,Child Maltreatment,,1077-5595,10.1177/1077559507307837
5FGKWU3Z,journalArticle,2010,"Euser, E. M.; van IJzendoorn, M. H.; Prinzie, P.; Bakermans-Kranenburg, M. J.",Prevalence of child maltreatment in the Netherlands,Child Maltreatment,,1077-5595,10.1177/1077559509345904
SQNDSXGS,journalArticle,2009,"English, D. J.; Graham, J. C.; Newton, R. R.; Lewis, T. L.; Thompson, R.; Kotch, J. B.; Weisbart, C.",At-Risk and maltreated children exposed to intimate partner aggression/violence: What the conflict looks like and its relationship to child outcomes,Child Maltreatment,,1077-5595,10.1177/1077559508326287
WI9DVZBC,journalArticle,2005,"English, Diana J.; Upadhyaya, Mukund P.; Litrownik, Alan J.; Marshall, Jane M.; Runyan, Desmond K.; Graham, J. Christopher; Dubowitz, Howard",Maltreatment's wake: The relationship of maltreatment dimensions to child outcomes,Child Abuse & Neglect,,1452134,10.1016/j.chiabu.2004.12.008
7I7BES9J,journalArticle,2015,"English, Diana J.; Thompson, Richard; White, Catherine Roller",Predicting risk of entry into foster care from early childhood experiences: A survival analysis using LONGSCAN data,Child Abuse & Neglect,,1452134,10.1016/j.chiabu.2015.04.017
DEX9EHK8,journalArticle,2005,"English, D. J.; Thompson, Richard; Graham, J. Christopher; Briggs, Ernestine C.",Toward a definition of neglect in young children,Child Maltreatment,,1077-5595,10.1177/1077559505275178
WU4SD92X,journalArticle,2003,"English, Diana J.; Marshall, David B.; Stewart, Angela J.",Effects of family violence on child behavior and health during early childhood,Journal of Family Violence,,0885-7482,10.1023/A:1021453431252
ACIBX2IK,journalArticle,1999,"English, D. J.; Marshall, D. B.; Brummel, S.; Orme, M.",Characteristics of repeated referrals to child protective services in Washington state,Child Maltreatment,,1077-5595,10.1177/1077559599004004003
QATFCGXG,journalArticle,2002,"English, Diana J.; Marshall, David B.; Coghlan, Laura; Brummel, Sherry; Orme, Matthew",Causes and consequences of the substantiation decision in Washington state child protective services,Children and Youth Services Review,,1907409,10.1016/S0190-7409(02)00241-4
WRG3W43A,journalArticle,2000,"English, Diana J.; Graham, J.Christopher",An examination of relationships between children's protective services social worker assessment of risk and independent LONGSCAN measures of risk constructs,Children and Youth Services Review,,1907409,10.1016/S0190-7409(00)00120-1
B8PQD78H,journalArticle,2005,"English, Diana J.; Graham, J. Christopher; Litrownik, Alan J.; Everson, Mark; Bangdiwala, Shrikant I.",Defining maltreatment chronicity: Are there differences in child outcomes?,Child Abuse & Neglect,,1452134,10.1016/j.chiabu.2004.08.009
EHCQ7D54,journalArticle,2005,"English, Diana J.; Bangdiwala, Shrikant I.; Runyan, Desmond K.",The dimensions of maltreatment: introduction,Child Abuse & Neglect,,1452134,10.1016/j.chiabu.2003.09.023
JS7IA2X3,journalArticle,2015,"English, Diana; Thompson, Richard; White, Catherine Roller; Wilson, Dee",Why should child welfare pay more attention to emotional maltreatment?,Children and Youth Services Review,,1907409,10.1016/j.childyouth.2015.01.010
MCIRWXTS,journalArticle,2016,"Edwards, F.","Saving children, controlling families: Punishment, redistribution, and child protection",American Sociological Review,,"0003-1224, 1939-8271",10.1177/0003122416638652
7Q88NDPI,journalArticle,2015,"Paul, Elise; Eckenrode, John",Childhood psychological maltreatment subtypes and adolescent depressive symptoms,Child Abuse & Neglect,,1452134,10.1016/j.chiabu.2015.05.018
8XFPU2H2,journalArticle,2012,"Edelsohn, Gail A.",Ethics and research with vulnerable children,Journal of the American Academy of Child & Adolescent Psychiatry,,8908567,10.1016/j.jaac.2012.04.001
M5NX8HJM,journalArticle,2014,"Eckenrode, J.; Smith, E. G.; McCarthy, M. E.; Dineen, M.",Income inequality and child maltreatment in the United States,Pediatrics,,"0031-4005, 1098-4275",10.1542/peds.2013-1707
GWVAZTHJ,journalArticle,1993,"Eckenrode, John; Laird, Molly; Doris, John",School performance and disciplinary problems among abused and neglected children.,Developmental Psychology,,0012-1649,10.1037/0012-1649.29.1.53
QVJWVRTG,journalArticle,2008,"Duncan, Susan Hanley",MySpace is also their space: Ideas for keeping children safe from sexual predators on social-networking sites,Kentucky Law Journal,,,
NBDVW6Q3,journalArticle,2011,"Dubowitz, Howard; Villodas, Miguel T.; Litrownik, Alan J.; Pitts, Steven C.; Hussey, Jon M.; Thompson, Richard; Black, Maureen M.; Runyan, Desmond",Psychometric properties of a youth self-report measure of neglectful behavior by parents,Child Abuse & Neglect,,1452134,10.1016/j.chiabu.2011.02.004
BGEG6XMP,journalArticle,2016,"Dubowitz, Howard; Thompson, Richard; Proctor, Laura; Metzger, Richard; Black, Maureen M.; English, Diana; Poole, Gina; Magder, Lawrence","Adversity, maltreatment, and resilience in young children",Academic Pediatrics,,18762859,10.1016/j.acap.2015.12.005
IGE7JABI,journalArticle,2005,"Dubowitz, Howard; Pitts, Steven C.; Litrownik, Alan J.; Cox, Christine E.; Runyan, Desmond; Black, Maureen M.",Defining child neglect based on child protective services data,Child Abuse & Neglect,,1452134,10.1016/j.chiabu.2003.09.024
73DVFHBP,journalArticle,2004,"Dubowitz, H.; Pitts, Steven C.; Black, Maureen M.",Measurement of three major subtypes of child neglect,Child Maltreatment,,1077-5595,10.1177/1077559504269191
D3FSNGPH,journalArticle,2002,"Dubowitz, Howard; Papas, Mia A.; Black, Maureen M.; Raymond H. Starr",Child neglect: Outcomes in high-risk urban preschoolers,Pediatrics,,0031-4005,
